"","wage","education","experience","ethnicity","smsa","south","age","nearcollege","nearcollege2","nearcollege4","enrolled","married","education66","smsa66","south66","feducation","meducation","fameducation","kww","iq","parents14","library14"
"2510",599,14,6,"afam","yes","yes",26,"yes","no","public","no","no",9,"yes","yes",6,10,"8",34,83,"other","yes"
"2511",1131,18,9,"afam","no","yes",33,"no","no","none","no","no",17,"yes","yes",18,18,"1",43,71,"both","yes"
"2512",601,14,5,"afam","yes","yes",25,"yes","no","public","no","no",9,"yes","yes",9.9399995803833,10.25,"9",30,100,"other","yes"
"2513",298,10,10,"afam","yes","yes",26,"yes","no","public","no","no",8,"yes","yes",9.9399995803833,11,"9",22,NA,"singlemom","no"
"2514",235,12,9,"afam","yes","yes",27,"yes","no","public","no","no",10,"yes","yes",9.9399995803833,10.25,"9",39,96,"other","yes"
"2515",220,13,6,"afam","yes","yes",25,"yes","no","public","yes","yes",10,"yes","yes",9.9399995803833,10.25,"9",20,113,"other","yes"
"2516",697,8,12,"afam","yes","yes",26,"yes","no","public","no","yes",7,"yes","yes",9.9399995803833,11,"9",26,NA,"singlemom","no"
"2517",542,9,9,"afam","yes","yes",24,"yes","no","public","no","no",7,"yes","yes",9.9399995803833,11,"9",20,NA,"singlemom","no"
"2518",250,12,7,"afam","yes","yes",25,"yes","no","public","no","no",7,"yes","yes",9.9399995803833,8,"9",29,NA,"singlemom","yes"
"2519",400,16,4,"other","yes","yes",26,"yes","no","public","no","no",10,"yes","yes",12,12,"3",39,117,"other","no"
"2520",423,15,10,"other","yes","yes",31,"yes","no","public","yes","no",12,"yes","yes",9.9399995803833,10.25,"9",39,101,"other","no"
"2521",290,12,7,"other","yes","yes",25,"yes","no","public","no","no",9,"yes","yes",6,5,"8",NA,65,"both","yes"
"2522",247,10,17,"afam","yes","yes",33,"yes","no","public","no","no",8,"yes","yes",9.9399995803833,10,"9",32,NA,"both","no"
"2523",380,13,7,"afam","yes","yes",26,"yes","no","public","yes","yes",9,"yes","yes",9.9399995803833,10,"9",33,87,"both","no"
"2524",656,12,6,"other","yes","yes",24,"yes","no","public","no","yes",9,"yes","yes",12,9,"5",37,116,"both","no"
"2525",711,12,14,"other","yes","yes",32,"yes","no","public","no","yes",12,"yes","yes",9,12,"6",42,106,"both","yes"
"2526",481,14,9,"other","yes","yes",29,"yes","no","public","no","no",12,"yes","yes",8,12,"6",35,93,"both","yes"
"2527",641,16,3,"other","yes","yes",25,"yes","no","public","no","yes",9,"yes","yes",8,12,"6",35,112,"both","yes"
"2528",596,12,14,"other","yes","yes",32,"yes","no","public","no","no",12,"yes","yes",12,14,"2",45,98,"both","yes"
"2529",578,7,18,"other","yes","yes",31,"yes","no","public","no","yes",7,"yes","yes",9.9399995803833,10.25,"9",35,NA,"other","no"
"2530",678,16,8,"other","yes","yes",30,"no","yes","none","yes","yes",14,"yes","yes",9.9399995803833,12,"4",37,NA,"singlemom","yes"
"2531",1538,16,10,"other","yes","yes",32,"no","yes","none","no","yes",12,"yes","yes",11,14,"6",37,103,"both","yes"
"2532",860,12,15,"other","yes","yes",33,"no","yes","none","no","yes",12,"yes","yes",9,12,"6",36,103,"both","no"
"2533",534,18,8,"other","yes","yes",32,"no","yes","none","no","no",16,"yes","yes",12,16,"2",49,NA,"both","yes"
"2534",308,12,9,"other","yes","yes",27,"no","yes","none","no","yes",12,"yes","yes",12,12,"3",34,91,"step","no"
"2535",600,14,9,"other","no","yes",29,"no","yes","none","no","yes",13,"yes","yes",12,10.25,"5",41,118,"both","yes"
"2536",625,8,17,"other","no","yes",31,"no","yes","none","no","yes",7,"no","yes",9.9399995803833,10.25,"9",20,NA,"other","no"
"2537",540,13,10,"other","yes","yes",29,"no","yes","none","no","yes",13,"no","yes",10,10,"7",28,87,"both","no"
"2538",344,13,8,"other","no","yes",27,"no","yes","none","no","yes",11,"no","yes",12,10,"5",22,100,"both","no"
"2539",500,12,7,"other","no","yes",25,"no","yes","none","no","yes",10,"no","yes",12,10,"5",39,96,"both","yes"
"2540",320,11,9,"afam","yes","no",26,"no","yes","none","yes","yes",8,"no","yes",6,9,"8",16,NA,"both","no"
"2541",378,18,3,"afam","no","yes",27,"no","yes","none","no","yes",11,"no","yes",4,10,"8",29,62,"both","no"
"2542",188,15,4,"afam","no","yes",25,"no","yes","none","yes","no",9,"no","yes",4,10,"8",14,60,"both","no"
"2543",168,9,18,"afam","no","yes",33,"no","yes","none","no","no",9,"no","yes",4,10,"8",19,NA,"both","no"
"2544",250,2,17,"afam","no","yes",25,"no","yes","none","no","no",0,"no","yes",6,10.25,"9",12,NA,"both","no"
"2545",190,3,15,"afam","no","yes",24,"no","yes","none","no","no",3,"no","yes",6,5,"8",8,NA,"both","no"
"2546",1000,12,10,"afam","yes","no",28,"no","yes","none","no","yes",12,"yes","no",8,8,"8",31,83,"both","no"
"2547",564,12,6,"afam","no","yes",24,"no","yes","none","no","no",9,"no","yes",9.9399995803833,10.25,"9",20,100,"other","no"
"2548",624,9,9,"afam","no","yes",24,"no","yes","none","no","yes",5,"no","yes",9.9399995803833,7,"9",17,NA,"singlemom","no"
"2549",714,12,6,"afam","yes","yes",24,"no","yes","none","no","yes",9,"no","yes",9.9399995803833,10.25,"9",26,NA,"other","no"
"2550",538,12,6,"other","no","yes",24,"no","yes","none","no","yes",9,"no","yes",12,10,"5",40,123,"both","no"
"2551",355,13,7,"afam","no","yes",26,"no","yes","none","no","yes",10,"no","yes",9,8,"8",22,67,"both","no"
"2552",240,12,6,"afam","no","yes",24,"no","yes","none","no","no",8,"no","yes",9.9399995803833,12,"4",28,NA,"singlemom","no"
"2553",418,12,6,"other","no","yes",24,"no","yes","none","no","yes",8,"no","yes",9,12,"6",22,NA,"both","no"
"2554",1026,13,8,"other","no","yes",27,"yes","no","private","no","yes",12,"no","yes",14,13,"1",42,104,"both","yes"
"2555",295,17,9,"other","no","yes",32,"yes","no","private","no","no",15,"no","yes",12,14,"2",34,106,"both","yes"
"2556",550,12,8,"afam","yes","yes",26,"yes","no","private","yes","yes",10,"no","yes",9.9399995803833,6,"9",24,85,"singlemom","yes"
"2557",538,12,9,"afam","yes","yes",27,"yes","no","private","no","yes",10,"no","yes",9.9399995803833,8,"9",27,81,"singlemom","yes"
"2558",350,5,19,"other","no","yes",30,"yes","no","private","no","yes",5,"no","yes",2,3,"8",37,NA,"both","no"
"2559",711,12,9,"other","no","yes",27,"yes","no","private","no","yes",12,"no","yes",8,12,"6",37,109,"both","yes"
"2560",229,12,11,"afam","no","yes",29,"yes","no","private","no","yes",12,"no","yes",4,4,"8",20,76,"both","no"
"2561",220,12,9,"afam","no","yes",27,"yes","no","private","no","yes",12,"no","yes",4,3,"8",31,73,"both","no"
"2562",310,12,11,"afam","no","yes",29,"yes","no","private","no","yes",12,"no","yes",8,2,"8",26,62,"both","no"
"2563",320,12,6,"afam","yes","no",24,"yes","no","private","no","yes",9,"no","yes",10,10.25,"9",28,76,"other","yes"
"2564",303,12,9,"afam","no","yes",27,"yes","no","private","no","yes",12,"no","yes",10,9,"7",26,76,"both","yes"
"2565",450,13,7,"other","no","yes",26,"yes","no","private","yes","yes",10,"no","yes",5,12,"6",36,104,"both","yes"
"2566",753,12,11,"afam","yes","yes",29,"yes","no","private","no","yes",12,"no","yes",9,11,"7",29,NA,"both","no"
"2567",438,12,8,"other","no","yes",26,"yes","no","private","no","yes",11,"no","yes",4,11,"8",35,103,"both","no"
"2568",325,11,11,"afam","no","yes",28,"yes","no","private","no","yes",9,"no","yes",1,7,"8",27,NA,"other","no"
"2569",846,16,10,"other","no","yes",32,"yes","no","private","no","yes",15,"no","yes",9.9399995803833,12,"4",44,106,"singlemom","no"
"2570",313,14,6,"other","no","yes",26,"yes","no","private","no","yes",10,"no","yes",12,14,"2",49,112,"step","yes"
"2571",479,13,15,"other","yes","yes",34,"yes","no","private","no","yes",13,"yes","yes",7,12,"6",38,NA,"both","yes"
"2572",429,12,13,"other","yes","yes",31,"yes","no","private","no","no",12,"yes","yes",10,9,"7",24,94,"both","yes"
"2573",490,14,9,"other","yes","yes",29,"yes","no","private","yes","yes",12,"yes","yes",11,9,"7",25,83,"both","yes"
"2574",361,12,6,"other","yes","yes",24,"yes","no","private","no","no",8,"yes","yes",11,9,"7",34,NA,"both","yes"
"2575",400,14,13,"other","yes","yes",33,"yes","no","private","yes","yes",12,"yes","yes",0,2,"8",40,91,"both","no"
"2576",423,12,6,"afam","yes","yes",24,"yes","no","private","no","yes",8,"no","yes",7,8,"8",30,NA,"both","no"
"2577",311,12,9,"afam","no","yes",27,"yes","no","private","no","no",9,"no","yes",5,5,"8",12,NA,"both","no"
"2578",271,11,10,"afam","no","yes",27,"yes","no","private","no","no",11,"no","yes",3,7,"8",12,NA,"both","no"
"2579",385,18,2,"afam","yes","yes",26,"yes","no","private","no","no",11,"no","yes",12,12,"3",33,NA,"both","no"
"2580",529,16,2,"afam","yes","yes",24,"yes","no","private","yes","yes",8,"no","yes",12,12,"3",18,NA,"both","no"
"2581",700,11,14,"other","no","yes",31,"yes","no","private","no","yes",10,"no","yes",6,10,"8",29,81,"both","yes"
"2582",381,10,16,"other","no","yes",32,"yes","no","private","no","yes",9,"no","yes",6,5,"8",15,87,"both","yes"
"2583",465,12,10,"other","no","yes",28,"yes","no","private","no","yes",12,"no","yes",12,12,"3",36,118,"both","yes"
"2584",400,10,18,"other","no","yes",34,"yes","no","private","no","yes",10,"no","yes",8,8,"8",37,NA,"both","no"
"2585",455,10,17,"other","no","yes",33,"yes","no","private","no","no",10,"no","yes",9,8,"8",38,NA,"singlemom","yes"
"2586",260,12,6,"afam","no","yes",24,"no","no","none","no","yes",7,"no","yes",9.9399995803833,4,"9",20,NA,"singlemom","no"
"2587",705,13,9,"afam","yes","no",28,"no","no","none","no","yes",12,"no","yes",0,7,"8",26,NA,"both","no"
"2588",417,13,11,"other","no","yes",30,"no","no","none","no","yes",13,"no","yes",9.9399995803833,10.25,"9",45,74,"both","yes"
"2589",250,11,10,"afam","no","yes",27,"no","no","none","no","no",9,"no","yes",9.9399995803833,13,"4",14,NA,"singlemom","no"
"2590",460,12,6,"afam","no","yes",24,"no","no","none","no","yes",8,"no","yes",9.9399995803833,2,"9",28,NA,"singlemom","no"
"2591",325,8,12,"afam","no","yes",26,"no","no","none","no","yes",7,"no","yes",9.9399995803833,10.25,"9",19,NA,"singlemom","no"
"2592",275,9,10,"afam","no","yes",25,"no","no","none","no","no",8,"no","yes",9.9399995803833,10.25,"9",15,NA,"singlemom","no"
"2593",325,12,8,"afam","no","yes",26,"no","no","none","no","yes",9,"no","yes",7,10.25,"9",18,NA,"both","yes"
"2594",300,15,4,"afam","yes","no",25,"no","no","none","yes","yes",9,"no","yes",9.9399995803833,8,"9",20,NA,"both","no"
"2595",250,8,17,"afam","no","yes",31,"no","no","none","no","no",7,"no","yes",9.9399995803833,8,"9",17,NA,"singlemom","no"
"2596",288,12,10,"other","no","yes",28,"no","no","none","no","yes",10,"no","yes",9,10,"7",39,NA,"both","yes"
"2597",550,13,9,"afam","yes","yes",28,"no","no","none","yes","yes",13,"yes","yes",3,8,"8",16,85,"both","no"
"2598",429,12,15,"other","no","yes",33,"no","no","none","yes","yes",12,"no","yes",12,12,"3",38,NA,"both","yes"
"2599",375,8,16,"afam","yes","yes",30,"no","no","none","no","yes",6,"no","yes",9.9399995803833,10.25,"9",23,NA,"both","no"
"2600",577,9,15,"other","no","yes",30,"no","no","none","no","yes",8,"no","yes",5,4,"8",26,NA,"both","no"
"2601",531,13,6,"other","no","yes",25,"no","no","none","no","no",9,"no","yes",5,10.25,"9",25,96,"both","no"
"2602",250,12,6,"other","yes","yes",24,"no","no","none","yes","no",8,"no","yes",4,10.25,"9",22,NA,"other","no"
"2603",440,12,9,"other","no","yes",27,"no","no","none","no","yes",12,"no","yes",9.9399995803833,8,"9",27,73,"singlemom","yes"
"2604",457,12,8,"other","no","yes",26,"no","no","none","no","yes",10,"no","yes",9.9399995803833,6,"9",27,75,"singlemom","no"
"2605",438,12,9,"other","no","yes",27,"no","no","none","no","yes",12,"no","yes",5,5,"8",34,95,"both","yes"
"2606",550,12,9,"afam","no","yes",27,"no","no","none","no","no",11,"no","yes",9.9399995803833,5,"9",42,102,"singlemom","yes"
"2607",650,16,3,"other","yes","yes",25,"no","no","none","no","yes",10,"no","yes",12,16,"2",31,107,"both","yes"
"2608",423,11,9,"other","no","yes",26,"no","no","none","no","yes",9,"no","yes",7,3,"8",19,86,"both","no"
"2609",420,13,8,"other","yes","yes",27,"no","no","none","no","yes",12,"no","yes",18,8,"5",41,104,"both","yes"
"2610",200,14,5,"other","yes","yes",25,"no","no","none","yes","no",10,"no","yes",18,8,"5",43,106,"both","yes"
"2611",400,8,12,"other","no","yes",26,"no","no","none","no","yes",8,"no","yes",3,10,"8",24,NA,"both","no"
"2612",300,9,9,"other","yes","yes",24,"no","no","none","no","yes",6,"no","yes",5,10.25,"9",16,NA,"other","no"
"2613",714,12,12,"other","yes","yes",30,"no","no","none","no","yes",12,"no","yes",5,7,"8",21,95,"both","no"
"2614",398,12,7,"other","no","yes",25,"no","no","none","no","yes",10,"no","yes",12,8,"5",37,116,"both","no"
"2615",398,9,14,"other","no","yes",29,"no","no","none","no","yes",9,"no","yes",6,8,"8",20,66,"both","no"
"2616",734,16,6,"other","yes","yes",28,"no","no","none","no","yes",13,"no","yes",5,0,"8",38,101,"both","yes"
"2617",688,12,7,"other","no","yes",25,"no","no","none","no","yes",10,"no","yes",12,12,"3",23,96,"both","no"
"2618",212,6,16,"other","no","yes",28,"no","no","none","no","no",6,"no","yes",3,11,"8",NA,NA,"both","yes"
"2619",455,12,13,"other","no","yes",31,"no","no","none","no","yes",12,"no","yes",9.9399995803833,9,"9",41,104,"both","no"
"2620",350,15,3,"other","yes","yes",24,"no","no","none","no","no",8,"no","yes",17,12,"2",32,NA,"both","yes"
"2621",577,16,6,"other","no","yes",28,"no","no","none","no","no",13,"yes","yes",9.9399995803833,16,"4",39,138,"singlemom","yes"
"2622",699,16,9,"other","no","no",31,"no","no","none","no","yes",15,"yes","yes",10,14,"6",34,105,"both","no"
"2623",375,16,5,"other","no","yes",27,"no","no","none","no","no",11,"no","yes",14,12,"2",44,106,"both","yes"
"2624",375,13,5,"other","no","yes",24,"no","no","none","no","yes",8,"no","yes",14,12,"2",33,NA,"both","yes"
"2625",364,12,15,"other","no","yes",33,"no","no","none","no","yes",12,"no","yes",10,9,"7",40,NA,"both","yes"
"2626",220,12,11,"afam","yes","yes",29,"no","no","none","no","no",11,"no","yes",11,4,"8",22,67,"step","no"
"2627",621,16,9,"afam","yes","yes",31,"no","no","none","no","yes",15,"no","yes",0,0,"8",27,NA,"both","no"
"2628",375,11,14,"afam","no","yes",31,"no","no","none","no","no",7,"no","yes",9.9399995803833,10.25,"9",31,NA,"other","no"
"2629",341,16,4,"afam","no","yes",26,"no","no","none","no","no",10,"no","yes",12,10,"5",24,97,"both","no"
"2630",380,16,2,"afam","no","yes",24,"no","no","none","no","yes",8,"no","yes",12,10,"5",16,NA,"both","no"
"2631",260,11,15,"other","yes","yes",32,"no","no","none","no","yes",11,"no","yes",9.9399995803833,10.25,"9",37,NA,"other","no"
"2632",489,8,16,"afam","yes","yes",30,"no","no","none","no","yes",7,"yes","yes",9.9399995803833,10.25,"9",30,NA,"both","no"
"2633",433,11,9,"afam","yes","yes",26,"no","no","none","no","yes",10,"yes","yes",8,9,"8",18,NA,"both","no"
"2634",365,11,10,"afam","yes","yes",27,"no","no","none","no","yes",11,"yes","yes",8,10.25,"9",19,NA,"both","no"
"2635",257,14,13,"afam","yes","yes",33,"no","no","none","no","yes",14,"yes","yes",9.9399995803833,10.25,"9",41,NA,"singlemom","no"
"2636",513,14,6,"other","yes","yes",26,"no","no","none","yes","yes",11,"yes","yes",12,12,"3",29,NA,"both","no"
"2637",288,15,10,"other","yes","yes",31,"no","no","none","no","yes",14,"yes","yes",8,9,"8",40,108,"both","no"
"2638",866,18,6,"other","yes","yes",30,"no","no","none","no","yes",14,"yes","yes",8,13,"6",44,125,"both","yes"
"2639",433,12,7,"other","yes","yes",25,"no","no","none","no","no",9,"yes","yes",7,8,"8",34,106,"both","no"
"2640",500,1,22,"other","yes","yes",29,"no","no","none","no","yes",1,"yes","yes",0,3,"8",8,NA,"both","no"
"2641",548,16,2,"other","yes","yes",24,"no","no","none","no","yes",8,"yes","yes",12,12,"3",32,NA,"both","no"
"2642",400,12,11,"other","yes","yes",29,"no","no","none","no","yes",12,"yes","yes",4,6,"8",25,99,"both","no"
"2643",433,9,15,"other","yes","yes",30,"no","no","none","no","yes",8,"yes","yes",9.9399995803833,8,"9",20,NA,"both","no"
"2644",375,13,5,"other","no","yes",24,"no","yes","none","no","yes",8,"no","yes",16,13,"1",26,NA,"both","yes"
"2645",547,12,14,"other","yes","yes",32,"no","yes","none","no","yes",12,"yes","yes",12,12,"3",42,96,"both","no"
"2646",375,12,6,"other","no","yes",24,"no","yes","none","no","no",8,"no","yes",12,12,"3",24,NA,"both","yes"
"2647",500,14,5,"other","no","yes",25,"no","yes","none","no","yes",10,"no","yes",10,12,"6",33,114,"both","yes"
"2648",355,16,2,"other","no","yes",24,"no","yes","none","yes","yes",9,"no","yes",18,15,"1",36,117,"both","yes"
"2649",600,12,11,"other","yes","no",29,"no","yes","none","no","yes",12,"no","yes",9,12,"6",34,105,"both","yes"
"2650",650,12,16,"other","yes","yes",34,"no","yes","none","no","yes",9,"yes","yes",2,3,"8",40,106,"both","no"
"2651",848,12,14,"other","yes","yes",32,"no","yes","none","no","yes",12,"yes","yes",8,8,"8",44,102,"both","no"
"2652",325,12,9,"other","yes","yes",27,"no","yes","none","no","yes",10,"yes","yes",10,9,"7",33,NA,"both","no"
"2653",289,12,15,"afam","no","yes",33,"yes","no","public","no","no",12,"no","yes",9.9399995803833,10.25,"9",35,75,"other","no"
"2654",457,14,4,"afam","no","yes",24,"yes","no","public","no","yes",9,"no","yes",5,5,"8",27,99,"both","no"
"2655",711,14,9,"afam","yes","yes",29,"yes","no","public","no","yes",12,"yes","yes",12,12,"3",35,NA,"both","yes"
"2656",413,13,15,"other","no","yes",34,"yes","no","public","no","yes",11,"no","yes",11,12,"6",46,90,"both","no"
"2657",649,16,3,"afam","yes","yes",25,"yes","no","public","no","no",9,"no","yes",9.9399995803833,16,"4",26,101,"singlemom","no"
"2658",633,13,7,"other","yes","yes",26,"yes","no","public","no","yes",11,"no","yes",9.9399995803833,10.25,"9",37,115,"both","no"
"2659",721,16,6,"other","no","yes",28,"yes","no","public","no","yes",13,"no","yes",10,12,"6",37,118,"both","no"
"2660",913,12,14,"other","yes","yes",32,"yes","no","public","no","yes",12,"no","yes",12,9,"5",40,108,"both","yes"
"2661",375,13,7,"other","no","yes",26,"yes","no","public","yes","yes",10,"no","yes",8,5,"8",29,101,"both","no"
"2662",592,18,3,"other","yes","yes",27,"yes","no","public","no","yes",12,"yes","yes",12,12,"3",37,127,"both","no"
"2663",764,16,10,"other","no","yes",32,"no","no","none","no","yes",9,"no","yes",9.9399995803833,12,"4",41,114,"both","no"
"2664",500,12,8,"other","no","yes",26,"no","no","none","no","yes",8,"no","yes",4,9,"8",24,NA,"both","no"
"2665",275,11,8,"afam","yes","no",25,"no","no","none","no","yes",9,"no","yes",11,10,"7",30,76,"both","yes"
"2666",260,10,8,"afam","yes","no",24,"no","no","none","no","no",8,"no","yes",11,10,"7",20,NA,"both","yes"
"2667",962,16,6,"other","no","yes",28,"no","no","none","no","no",13,"yes","yes",12,16,"2",42,132,"both","yes"
"2668",625,12,10,"afam","no","yes",28,"no","no","none","no","yes",12,"no","yes",9.9399995803833,3,"9",28,50,"singlemom","no"
"2669",333,12,8,"afam","no","yes",26,"no","no","none","no","yes",9,"no","yes",9.9399995803833,10.25,"9",26,84,"singlemom","no"
"2670",625,12,11,"afam","no","yes",29,"no","no","none","no","yes",12,"no","yes",9.9399995803833,10,"9",23,55,"other","no"
"2671",250,10,8,"afam","no","yes",24,"no","no","none","no","no",8,"no","yes",9.9399995803833,10.25,"9",18,NA,"other","no"
"2672",359,12,16,"afam","no","yes",34,"no","no","none","no","yes",11,"no","yes",9.9399995803833,10.25,"9",23,73,"other","no"
"2673",550,12,16,"afam","no","yes",34,"no","no","none","no","yes",12,"no","yes",9.9399995803833,6,"9",19,NA,"singlemom","no"
"2674",403,12,6,"afam","no","yes",24,"no","no","none","no","yes",9,"no","yes",9.9399995803833,10.25,"9",16,61,"both","no"
"2675",463,11,9,"afam","yes","no",26,"no","no","none","no","no",9,"no","yes",9,9,"7",14,84,"both","no"
"2676",396,12,6,"afam","no","yes",24,"no","no","none","no","no",5,"no","yes",4,5,"8",12,NA,"both","no"
"2677",278,12,6,"afam","no","yes",24,"no","no","none","no","no",8,"no","yes",9.9399995803833,8,"9",20,NA,"both","no"
"2678",400,14,7,"afam","no","yes",27,"no","yes","none","no","yes",11,"no","yes",9.9399995803833,10.25,"9",28,71,"other","no"
"2679",415,16,2,"afam","no","yes",24,"no","yes","none","no","yes",9,"no","yes",9.9399995803833,10.25,"9",27,84,"other","no"
"2680",462,12,15,"afam","no","yes",33,"no","yes","none","no","yes",12,"no","yes",7,7,"8",36,NA,"both","no"
"2681",1442,18,9,"other","no","yes",33,"no","yes","none","no","no",16,"yes","yes",9.9399995803833,10.25,"9",44,101,"both","no"
"2682",125,4,17,"afam","no","yes",27,"no","yes","none","no","no",4,"no","yes",9.9399995803833,10.25,"9",NA,NA,"other","no"
"2683",200,10,18,"afam","no","yes",34,"no","yes","none","no","yes",10,"no","yes",9.9399995803833,8,"9",22,NA,"both","no"
"2684",300,10,15,"afam","no","yes",31,"no","yes","none","no","yes",9,"no","yes",9.9399995803833,9,"9",18,NA,"other","no"
"2685",521,10,16,"afam","no","yes",32,"no","yes","none","no","yes",9,"no","yes",9.9399995803833,9,"9",28,NA,"both","no"
"2686",266,13,6,"afam","yes","yes",25,"no","yes","none","no","yes",10,"no","yes",10,12,"6",24,69,"both","no"
"2687",325,11,9,"afam","no","yes",26,"no","yes","none","no","yes",9,"no","yes",9.9399995803833,10.25,"9",18,80,"other","no"
"2688",350,9,15,"afam","yes","yes",30,"no","yes","none","no","no",8,"yes","yes",7,10,"8",19,NA,"both","no"
"2689",340,9,19,"afam","no","yes",34,"no","yes","none","no","yes",8,"no","yes",9.9399995803833,10.25,"9",41,NA,"other","no"
"2690",625,13,6,"afam","no","yes",25,"no","yes","none","no","yes",8,"no","yes",3,7,"8",28,NA,"both","no"
"2691",214,10,13,"other","no","yes",29,"no","yes","none","no","yes",9,"no","yes",9.9399995803833,9,"9",16,69,"both","no"
"2692",688,12,10,"other","no","yes",28,"no","yes","none","no","yes",12,"no","yes",9,12,"6",37,104,"both","no"
"2693",275,8,18,"other","yes","yes",32,"no","yes","none","no","yes",8,"no","yes",5,12,"6",31,NA,"both","no"
"2694",457,10,16,"other","no","yes",32,"no","yes","none","no","yes",9,"no","yes",6,10,"8",40,92,"both","yes"
"2695",615,12,8,"afam","yes","yes",26,"no","yes","none","no","no",9,"no","yes",9.9399995803833,8,"9",28,NA,"both","no"
"2696",732,16,3,"afam","yes","no",25,"no","yes","none","no","yes",10,"no","yes",13,10.25,"5",40,102,"both","no"
"2697",163,12,8,"afam","no","yes",26,"no","yes","none","no","no",6,"no","yes",9.9399995803833,10.25,"9",25,NA,"singlemom","no"
"2698",260,8,10,"afam","no","yes",24,"no","yes","none","no","no",5,"no","yes",9.9399995803833,10.25,"9",18,NA,"singlemom","no"
"2699",492,11,10,"other","no","yes",27,"no","yes","none","no","yes",10,"no","yes",9.9399995803833,10.25,"9",26,NA,"both","no"
"2700",575,12,8,"afam","yes","no",26,"no","yes","none","no","yes",10,"no","yes",9.9399995803833,10.25,"9",16,NA,"both","no"
"2701",510,12,7,"afam","yes","no",25,"no","yes","none","no","no",9,"no","yes",9.9399995803833,10.25,"9",22,NA,"other","no"
"2702",565,8,12,"afam","yes","yes",26,"no","yes","none","no","no",8,"no","yes",9.9399995803833,10.25,"9",16,NA,"other","no"
"2703",515,9,14,"afam","no","yes",29,"no","yes","none","no","no",9,"no","yes",6,4,"8",23,NA,"both","no"
"2704",471,8,11,"afam","yes","no",25,"no","yes","none","no","yes",6,"no","yes",6,4,"8",18,NA,"both","no"
"2705",335,13,8,"afam","no","yes",27,"no","yes","none","yes","yes",12,"no","yes",9.9399995803833,12,"4",21,97,"singlemom","no"
"2706",481,12,10,"afam","no","yes",28,"no","yes","none","no","yes",11,"no","yes",6,10,"8",27,83,"both","no"
"2707",642,12,8,"afam","no","yes",26,"no","yes","none","no","yes",10,"no","yes",6,10,"8",36,98,"both","yes"
"2708",573,10,9,"afam","no","yes",25,"no","yes","none","no","yes",9,"no","yes",7,10,"8",25,70,"both","no"
"2709",315,6,20,"afam","no","yes",32,"no","yes","none","no","yes",6,"no","yes",9.9399995803833,10.25,"9",19,NA,"both","no"
"2710",360,11,13,"afam","yes","yes",30,"no","yes","none","no","yes",11,"no","yes",0,8,"8",45,NA,"both","no"
"2711",339,12,7,"afam","yes","yes",25,"no","yes","none","no","no",9,"no","yes",9.9399995803833,10.25,"9",26,90,"other","no"
"2712",400,13,7,"other","no","yes",26,"no","yes","none","no","yes",9,"no","yes",10,4,"8",26,87,"both","no"
"2713",300,15,3,"other","no","yes",24,"no","yes","none","no","no",9,"no","yes",9.9399995803833,12,"4",38,96,"both","no"
"2714",580,10,18,"other","no","yes",34,"no","yes","none","no","yes",10,"no","yes",10,12,"6",34,80,"both","no"
"2715",321,14,4,"other","no","yes",24,"no","yes","none","no","no",9,"no","yes",8,12,"6",34,102,"both","no"
"2716",475,12,8,"afam","yes","no",26,"no","yes","none","no","no",10,"no","yes",2,10.25,"9",21,79,"other","yes"
"2717",445,7,12,"afam","yes","no",25,"no","yes","none","no","yes",4,"no","yes",2,10.25,"9",16,NA,"other","no"
"2718",300,6,13,"afam","no","yes",25,"no","yes","none","no","no",3,"no","yes",9.9399995803833,6,"9",4,NA,"singlemom","no"
"2719",252,10,11,"afam","no","yes",27,"no","yes","none","no","yes",8,"no","yes",9.9399995803833,5,"9",14,NA,"both","yes"
"2720",419,12,7,"afam","no","yes",25,"no","yes","none","no","yes",8,"no","yes",9,2,"8",20,NA,"both","yes"
"2721",317,6,22,"afam","no","yes",34,"no","yes","none","no","yes",5,"no","yes",9.9399995803833,10.25,"9",30,NA,"both","no"
"2722",553,16,7,"other","no","yes",29,"no","yes","none","no","yes",12,"no","yes",10,12,"6",40,104,"both","no"
"2723",721,18,7,"other","no","yes",31,"no","no","none","no","yes",16,"no","yes",8,9,"8",35,104,"both","yes"
"2724",729,13,6,"other","no","yes",25,"no","no","none","no","no",10,"no","yes",8,12,"6",30,101,"both","yes"
"2725",314,12,7,"other","yes","yes",25,"no","no","none","no","yes",10,"no","yes",5,8,"8",28,115,"both","no"
"2726",220,9,12,"other","no","yes",27,"no","no","none","no","no",7,"no","yes",9,3,"8",18,NA,"both","no"
"2727",235,8,11,"afam","no","yes",25,"yes","no","private","no","yes",7,"no","yes",9.9399995803833,4,"9",24,NA,"singlemom","no"
"2728",333,9,12,"afam","no","yes",27,"yes","no","private","no","yes",7,"no","yes",9.9399995803833,5,"9",22,NA,"singlemom","no"
"2729",333,11,9,"afam","no","yes",26,"yes","no","private","no","yes",7,"no","yes",9.9399995803833,5,"9",12,NA,"singlemom","no"
"2730",333,11,13,"afam","no","yes",30,"yes","no","private","no","no",11,"no","yes",9,7,"8",NA,NA,"both","no"
"2731",380,12,10,"afam","no","yes",28,"yes","no","private","no","yes",11,"no","yes",9,7,"8",26,NA,"both","no"
"2732",390,12,8,"afam","no","yes",26,"yes","no","private","no","no",11,"no","yes",9,7,"8",24,NA,"both","no"
